Date,Store,Store_Type,Product,Category,Price,Cost_Price,Discount,Holiday,Weekend,Day_of_Week,Month,Season,Temperature,Rainfall_mm,Promotion,Competitor_Price,Inventory,Previous_Week_Sales,Previous_Month_Sales,Demand,Units_Sold,Revenue,Profit,Stockout
2025-10-30,University Outlet,Campus,Mineral Water 1L,Beverages,23.59,11.89,0.0,No,No,Thursday,10,Post-Monsoon,30.3,0,None,25.88,208,137,625,136,136,3208.24,1591.2,No
2026-05-07,Downtown Store,Urban,Milk 1L,Groceries,55.61,47.48,5.0,No,No,Thursday,5,Summer,40.9,14.5,Low,61.63,159,171,558,179,159,8841.99,1292.67,Yes
2025-11-03,Airport Kiosk,Transit,Bluetooth Speaker,Electronics,2905.1,1943.18,10.0,No,No,Monday,11,Post-Monsoon,26.5,70.9,None,3319.2,38,31,135,29,29,84247.9,27895.68,No
2024-02-20,University Outlet,Campus,T-Shirt,Clothing,591.1,327.48,12.0,No,No,Tuesday,2,Winter,28.0,12.3,Medium,707.82,48,39,147,47,47,27781.7,12390.14,No
2024-07-03,Downtown Store,Urban,Shoes,Clothing,3334.27,1890.32,3.0,No,No,Wednesday,7,Monsoon,29.6,99.1,None,3481.67,10,11,130,23,10,33342.7,14439.5,Yes
2024-02-16,North Hub,Suburban,Soft Drink 750ml,Beverages,49.43,31.37,0.0,No,No,Friday,2,Winter,25.1,0,None,54.64,110,104,500,119,110,5437.3,1986.6,Yes
2025-08-28,Riverside Branch,Suburban,T-Shirt,Clothing,644.11,326.62,0.0,No,No,Thursday,8,Monsoon,36.6,127.0,None,679.21,44,40,156,41,41,26408.51,13017.09,No
2024-09-13,West Point,Urban,Sugar 1kg,Groceries,47.14,44.07,8.0,No,No,Friday,9,Monsoon,25.3,83.0,None,55.12,188,119,546,125,125,5892.5,383.75,No
2025-06-14,Mall Outlet,Mall,Bluetooth Speaker,Electronics,2912.08,1928.58,13.0,No,Yes,Saturday,6,Monsoon,29.5,59.7,Low,3745.45,82,49,226,58,58,168900.64,57043.0,No
2024-09-23,University Outlet,Campus,Shoes,Clothing,3542.99,1889.41,0.0,No,No,Monday,9,Monsoon,31.7,0,None,3663.81,26,15,58,17,17,60230.83,28110.86,No
2024-09-16,Mall Outlet,Mall,Buttermilk,Beverages,28.54,17.04,0.0,No,No,Monday,9,Monsoon,28.0,83.2,None,30.12,154,139,547,157,154,4395.16,1771.0,Yes
2025-11-04,Mall Outlet,Mall,Sugar 1kg,Groceries,54.06,41.92,0.0,No,No,Tuesday,11,Post-Monsoon,29.5,44.6,None,56.11,163,73,286,86,86,4649.16,1044.04,No
2026-01-02,Riverside Branch,Suburban,Jacket,Clothing,2677.37,1607.08,5.0,No,No,Friday,1,Winter,25.5,11.8,Low,2795.37,12,9,70,10,10,26773.7,10702.9,No
2024-09-27,Central Hyper,Hypermarket,Vitamins,Health & Personal Care,375.78,298.76,17.0,No,No,Friday,9,Monsoon,30.9,162.6,Medium,429.66,67,54,247,57,57,21419.46,4390.14,No
2024-03-24,North Hub,Suburban,Eggs 12 Pack,Groceries,80.79,70.16,8.0,No,Yes,Sunday,3,Summer,31.4,23.6,Low,84.4,168,150,424,138,138,11149.02,1466.94,No
2026-04-15,Mall Outlet,Mall,Mineral Water 1L,Beverages,23.02,12.24,3.0,No,No,Wednesday,4,Summer,32.9,0,None,23.82,238,227,718,214,214,4926.28,2306.92,No
2024-03-14,West Point,Urban,Energy Drink,Beverages,123.08,74.04,0.0,No,No,Thursday,3,Summer,33.6,17.1,None,119.45,149,105,445,107,107,13169.56,5247.28,No
2025-12-02,Central Hyper,Hypermarket,Cooking Oil 1L,Groceries,178.69,155.31,5.0,No,No,Tuesday,12,Winter,25.7,25.3,Low,207.26,231,144,637,147,147,26267.43,3436.86,No
2024-12-06,Grand Bazaar,Market,Soft Drink 750ml,Beverages,50.21,30.85,0.0,No,No,Friday,12,Winter,27.8,10.1,None,49.14,77,89,336,93,77,3866.17,1490.72,Yes
2024-01-02,Railway Kiosk,Transit,Water Bottle,Home & Kitchen,343.96,213.22,22.0,No,No,Tuesday,1,Winter,25.0,0,Medium,474.06,62,17,138,30,30,10318.8,3922.2,No
2024-04-02,East Market,Market,Smartwatch,Electronics,8646.04,5776.19,3.0,No,No,Tuesday,4,Summer,35.3,34.6,None,9230.15,38,21,76,16,16,138336.64,45917.6,No
2026-01-29,South Plaza,Mall,Soap Pack,Health & Personal Care,139.48,92.61,15.0,No,No,Thursday,1,Winter,22.1,0,Low,165.7,90,127,408,115,90,12553.2,4218.3,Yes
2025-11-27,West Point,Urban,Laptop,Electronics,59969.51,52438.74,5.0,No,No,Thursday,11,Post-Monsoon,32.0,57.6,None,66864.16,13,9,64,14,13,779603.63,97900.01,Yes
2025-07-04,West Point,Urban,Headphones,Electronics,2335.7,1628.8,15.0,No,No,Friday,7,Monsoon,31.7,82.6,Medium,3005.45,76,55,220,57,57,133134.9,40293.3,No
2025-09-01,City Center,Urban,Moisturizer,Health & Personal Care,303.53,189.3,10.0,No,No,Monday,9,Monsoon,31.2,134.0,Low,347.66,44,50,183,58,44,13355.32,5026.12,Yes
2025-08-13,Tech Park Store,Business,T-Shirt,Clothing,543.78,305.94,22.0,No,No,Wednesday,8,Monsoon,30.6,37.2,High,710.66,85,40,162,50,50,27189.0,11892.0,No
2025-01-26,Airport Kiosk,Transit,Instant Noodles,Groceries,15.26,11.71,15.0,No,Yes,Sunday,1,Winter,21.0,9.3,Medium,18.23,275,191,659,198,198,3021.48,702.9,No
2025-10-20,Mall Outlet,Mall,Jeans,Clothing,1409.24,767.21,10.0,No,No,Monday,10,Post-Monsoon,26.2,13.9,Low,1467.79,44,39,136,40,40,56369.6,25681.2,No
2024-12-24,Tech Park Store,Business,Fruit Juice 1L,Beverages,132.7,86.13,0.0,No,No,Tuesday,12,Winter,27.3,25.5,None,132.84,96,87,291,83,83,11014.1,3865.31,No
2025-10-11,North Hub,Suburban,Shoes,Clothing,2953.91,1837.45,12.0,No,Yes,Saturday,10,Post-Monsoon,31.6,86.2,Medium,3287.63,42,26,152,26,26,76801.66,29027.96,No
2025-06-04,North Hub,Suburban,Wheat Flour 5kg,Groceries,284.39,223.85,0.0,No,No,Wednesday,6,Monsoon,29.9,29.7,None,299.8,110,61,342,71,71,20191.69,4298.34,No
2024-11-26,Downtown Store,Urban,Shoes,Clothing,2935.0,1833.68,13.0,No,No,Tuesday,11,Post-Monsoon,30.3,85.8,Low,3532.79,47,34,130,34,34,99790.0,37444.88,No
2026-03-15,East Market,Market,Bedsheet,Home & Kitchen,1257.87,602.17,0.0,No,Yes,Sunday,3,Summer,41.1,3.8,None,1254.32,51,26,95,27,27,33962.49,17703.9,No
2025-05-15,University Outlet,Campus,LED Bulb,Home & Kitchen,184.59,94.22,0.0,No,No,Thursday,5,Summer,39.2,0,None,186.76,86,50,216,48,48,8860.32,4337.76,No
2025-03-11,East Market,Market,Storage Box,Home & Kitchen,303.1,184.73,25.0,No,No,Tuesday,3,Summer,38.7,20.6,High,391.94,58,46,211,53,53,16064.3,6273.61,No
2025-08-26,West Point,Urban,Bluetooth Speaker,Electronics,2879.87,1869.57,8.0,No,No,Tuesday,8,Monsoon,26.3,0,None,2966.54,42,34,130,27,27,77756.49,27278.1,No
2024-11-14,University Outlet,Campus,Shoes,Clothing,3441.3,1870.78,0.0,No,No,Thursday,11,Post-Monsoon,30.9,73.0,None,3815.8,42,16,67,19,19,65384.7,29839.88,No
2025-10-08,Suburban Branch,Suburban,Sugar 1kg,Groceries,46.99,42.79,5.0,No,No,Wednesday,10,Post-Monsoon,32.5,39.1,None,47.15,76,85,260,85,76,3571.24,319.2,Yes
2026-02-26,Railway Kiosk,Transit,Tea 250g,Beverages,167.01,139.58,12.0,No,No,Thursday,2,Winter,29.3,4.8,Medium,188.18,74,46,261,59,59,9853.59,1618.37,No
2024-09-11,West Point,Urban,Instant Noodles,Groceries,14.74,12.34,22.0,No,No,Wednesday,9,Monsoon,28.4,94.4,High,17.64,471,285,1409,308,308,4539.92,739.2,No
2025-04-21,Railway Kiosk,Transit,Cooking Oil 1L,Groceries,175.3,152.8,0.0,No,No,Monday,4,Summer,35.6,55.4,None,174.89,89,74,257,73,73,12796.9,1642.5,No
2025-10-10,City Center,Urban,T-Shirt,Clothing,606.22,312.23,8.0,Yes,No,Friday,10,Post-Monsoon,30.1,154.3,None,712.48,65,51,270,63,63,38191.86,18521.37,No
2024-12-31,Suburban Branch,Suburban,Energy Drink,Beverages,106.47,74.24,10.0,No,No,Tuesday,12,Winter,29.1,23.7,None,128.68,89,78,342,81,81,8624.07,2610.63,No
2024-02-08,Airport Kiosk,Transit,Mineral Water 1L,Beverages,20.46,12.03,8.0,No,No,Thursday,2,Winter,28.8,0,None,20.63,161,154,465,139,139,2843.94,1171.77,No
2024-01-28,Airport Kiosk,Transit,LED Bulb,Home & Kitchen,167.13,93.69,13.0,No,Yes,Sunday,1,Winter,27.3,0,Low,196.33,96,77,319,81,81,13537.53,5948.64,No
2025-09-30,Grand Bazaar,Market,Cleaning Liquid,Home & Kitchen,133.69,82.62,5.0,No,No,Tuesday,9,Monsoon,30.9,120.9,Low,131.85,43,55,250,54,43,5748.67,2196.01,Yes
2024-09-10,East Market,Market,Moisturizer,Health & Personal Care,263.28,184.73,27.0,No,No,Tuesday,9,Monsoon,31.8,100.8,High,403.08,93,77,287,74,74,19482.72,5812.7,No
2025-07-12,Railway Kiosk,Transit,Smartphone,Electronics,22552.33,20255.42,10.0,No,Yes,Saturday,7,Monsoon,28.5,132.8,None,24407.36,12,9,21,13,12,270627.96,27562.92,Yes
2026-04-29,City Center,Urban,Face Wash,Health & Personal Care,250.22,150.14,10.0,No,No,Wednesday,4,Summer,36.2,0,None,279.39,65,62,261,72,65,16264.3,6505.2,Yes
2026-06-22,Central Hyper,Hypermarket,Mineral Water 1L,Beverages,18.08,12.26,13.0,No,No,Monday,6,Monsoon,29.4,8.9,Low,19.53,421,286,1241,264,264,4773.12,1536.48,No
2024-11-09,Suburban Branch,Suburban,Headphones,Electronics,2420.41,1686.64,10.0,No,Yes,Saturday,11,Post-Monsoon,31.4,90.4,None,2935.53,87,57,217,58,58,140383.78,42558.66,No
2025-09-19,Downtown Store,Urban,Track Pants,Clothing,869.7,451.6,0.0,No,No,Friday,9,Monsoon,32.1,37.5,None,937.08,61,31,110,26,26,22612.2,10870.6,No
2025-07-23,North Hub,Suburban,Protein Powder,Health & Personal Care,2217.34,1634.25,0.0,No,No,Wednesday,7,Monsoon,25.8,54.9,None,2311.14,56,17,68,26,26,57650.84,15160.34,No
2025-04-26,South Plaza,Mall,Shampoo,Health & Personal Care,353.44,230.41,5.0,No,Yes,Saturday,4,Summer,40.0,31.3,Low,354.88,84,88,335,84,84,29688.96,10334.52,No
2025-05-09,Airport Kiosk,Transit,Mixer Grinder,Home & Kitchen,2248.92,2307.69,27.0,No,No,Friday,5,Summer,38.6,19.5,High,3002.44,35,10,92,21,21,47227.32,0,No
2025-10-09,Grand Bazaar,Market,Laptop,Electronics,59799.16,53246.17,8.0,No,No,Thursday,10,Post-Monsoon,29.7,0,None,60130.35,33,9,30,13,13,777389.08,85188.87,No
2025-12-10,West Point,Urban,Smartphone,Electronics,23196.12,20090.66,15.0,No,No,Wednesday,12,Winter,23.5,22.3,Low,28966.3,56,30,150,30,30,695883.6,93163.8,No
2024-07-20,South Plaza,Mall,Soft Drink 750ml,Beverages,40.0,31.39,22.0,No,Yes,Saturday,7,Monsoon,31.2,177.8,Medium,50.17,223,225,744,215,215,8600.0,1851.15,No
2024-01-19,Grand Bazaar,Market,Toothpaste,Health & Personal Care,115.48,75.18,10.0,No,No,Friday,1,Winter,23.9,9.6,Low,132.57,103,67,388,73,73,8430.04,2941.9,No
2026-02-09,City Center,Urban,Tea 250g,Beverages,163.04,138.28,15.0,No,No,Monday,2,Winter,28.3,29.9,Medium,197.95,81,108,439,110,81,13206.24,2005.56,Yes
2024-05-25,Railway Kiosk,Transit,Vitamins,Health & Personal Care,479.8,288.74,0.0,No,Yes,Saturday,5,Summer,31.2,4.9,None,497.2,42,22,98,15,15,7197.0,2865.9,No
2025-08-05,Central Hyper,Hypermarket,Tablet,Electronics,16271.77,13871.22,12.0,No,No,Tuesday,8,Monsoon,30.0,43.2,Medium,19769.34,44,35,178,35,35,569511.95,84019.25,No
2025-10-16,Tech Park Store,Business,Moisturizer,Health & Personal Care,273.79,194.71,17.0,No,No,Thursday,10,Post-Monsoon,30.2,1.5,Medium,319.09,54,29,94,29,29,7939.91,2293.32,No
2025-07-22,University Outlet,Campus,Tea 250g,Beverages,153.44,142.71,17.0,No,No,Tuesday,7,Monsoon,30.0,92.0,Medium,193.13,107,77,392,81,81,12428.64,869.13,No
2025-08-01,Central Hyper,Hypermarket,Milk 1L,Groceries,49.46,46.62,12.0,No,No,Friday,8,Monsoon,33.6,85.6,Medium,54.75,277,262,695,235,235,11623.1,667.4,No
2024-01-24,North Hub,Suburban,Toothpaste,Health & Personal Care,121.87,71.12,5.0,No,No,Wednesday,1,Winter,19.3,29.5,None,120.28,51,45,224,52,51,6215.37,2588.25,Yes
2025-09-24,University Outlet,Campus,LED Bulb,Home & Kitchen,177.13,96.19,3.0,No,No,Wednesday,9,Monsoon,28.6,16.8,None,179.83,63,58,215,60,60,10627.8,4856.4,No
2025-04-26,Mall Outlet,Mall,Jacket,Clothing,2540.37,1626.05,13.0,No,Yes,Saturday,4,Summer,35.0,31.8,Low,3066.7,43,27,93,19,19,48267.03,17372.08,No
2026-05-12,City Center,Urban,Coffee 200g,Beverages,295.14,273.08,20.0,No,No,Tuesday,5,Summer,33.6,22.0,Medium,362.7,165,85,520,108,108,31875.12,2382.48,No
2025-05-29,North Hub,Suburban,Power Bank,Electronics,1539.02,985.37,15.0,No,No,Thursday,5,Summer,37.6,0,Medium,2022.26,47,48,208,58,47,72333.94,26021.55,Yes
2026-06-18,Railway Kiosk,Transit,Coffee 200g,Beverages,267.26,276.83,22.0,No,No,Thursday,6,Monsoon,25.1,145.2,Medium,366.4,68,43,128,38,38,10155.88,0,No
2025-09-10,Railway Kiosk,Transit,Bread,Groceries,46.09,31.53,3.0,No,No,Wednesday,9,Monsoon,35.5,62.6,None,43.99,86,82,319,89,86,3963.74,1252.16,Yes
2026-01-23,West Point,Urban,Mineral Water 1L,Beverages,20.82,12.04,5.0,No,No,Friday,1,Winter,27.6,19.9,Low,22.0,322,186,869,195,195,4059.9,1712.1,No
2025-07-24,Railway Kiosk,Transit,Cooking Oil 1L,Groceries,178.32,152.14,5.0,No,No,Thursday,7,Monsoon,30.0,55.7,Low,185.43,108,47,213,62,62,11055.84,1623.16,No
2025-10-27,Downtown Store,Urban,Toothpaste,Health & Personal Care,126.68,73.81,5.0,No,No,Monday,10,Post-Monsoon,31.7,38.8,Low,145.44,125,64,245,70,70,8867.6,3700.9,No
2025-11-22,Riverside Branch,Suburban,Coffee 200g,Beverages,351.42,260.44,5.0,No,Yes,Saturday,11,Post-Monsoon,27.1,60.0,Low,404.69,70,59,182,57,57,20030.94,5185.86,No
2024-06-18,Tech Park Store,Business,Instant Noodles,Groceries,16.86,11.91,8.0,No,No,Tuesday,6,Monsoon,33.0,106.9,Low,19.14,276,184,616,175,175,2950.5,866.25,No
2024-03-19,South Plaza,Mall,Tea 250g,Beverages,187.2,139.12,0.0,No,No,Tuesday,3,Summer,37.3,13.6,None,186.97,111,69,319,76,76,14227.2,3654.08,No
2025-05-31,Mall Outlet,Mall,T-Shirt,Clothing,696.28,311.35,0.0,No,Yes,Saturday,5,Summer,35.8,32.5,None,664.32,71,46,172,40,40,27851.2,15397.2,No
2026-03-11,Central Hyper,Hypermarket,Laptop,Electronics,49452.83,50829.65,22.0,No,No,Wednesday,3,Summer,39.0,30.1,High,63794.77,25,3,50,17,17,840698.11,0,No
2024-03-02,North Hub,Suburban,Formal Shirt,Clothing,938.54,614.23,25.0,No,Yes,Saturday,3,Summer,37.8,27.5,High,1280.96,76,49,151,53,53,49742.62,17188.43,No
2025-09-22,Grand Bazaar,Market,Coffee 200g,Beverages,310.4,270.32,20.0,No,No,Monday,9,Monsoon,30.6,184.9,Medium,384.59,105,77,292,78,78,24211.2,3126.24,No
2024-01-23,Grand Bazaar,Market,Mineral Water 1L,Beverages,20.87,12.02,3.0,No,No,Tuesday,1,Winter,24.7,11.9,None,23.55,308,214,667,204,204,4257.48,1805.4,No
2024-03-14,Airport Kiosk,Transit,Milk 1L,Groceries,57.95,46.69,0.0,No,No,Thursday,3,Summer,42.4,38.4,None,53.7,189,107,514,118,118,6838.1,1328.68,No
2024-07-03,North Hub,Suburban,Hand Sanitizer,Health & Personal Care,98.97,50.78,0.0,No,No,Wednesday,7,Monsoon,29.6,82.0,None,97.76,48,36,142,36,36,3562.92,1734.84,No
2024-07-02,Central Hyper,Hypermarket,T-Shirt,Clothing,641.35,314.34,0.0,No,No,Tuesday,7,Monsoon,24.5,181.9,None,685.81,70,48,215,53,53,33991.55,17331.53,No
2025-06-01,Tech Park Store,Business,T-Shirt,Clothing,609.79,318.4,3.0,No,Yes,Sunday,6,Monsoon,26.4,45.6,None,698.99,13,29,101,28,13,7927.27,3788.07,Yes
2026-03-28,Central Hyper,Hypermarket,Smartwatch,Electronics,6593.9,5666.75,22.0,No,Yes,Saturday,3,Summer,39.1,37.7,High,7948.79,81,57,209,69,69,454979.1,63973.35,No
2026-02-25,Central Hyper,Hypermarket,Coffee 200g,Beverages,371.75,277.79,3.0,No,No,Wednesday,2,Winter,26.7,39.2,None,404.9,98,78,285,73,73,27137.75,6859.08,No
2024-01-29,East Market,Market,Smartphone,Electronics,27861.24,20180.57,0.0,No,No,Monday,1,Winter,25.6,1.2,None,28825.06,20,17,34,17,17,473641.08,130571.39,No
2024-04-16,Railway Kiosk,Transit,Mixer Grinder,Home & Kitchen,3137.72,2199.09,8.0,No,No,Tuesday,4,Summer,38.4,36.9,None,3654.05,25,10,34,8,8,25101.76,7509.04,No
2025-04-10,Railway Kiosk,Transit,Face Wash,Health & Personal Care,255.53,147.87,0.0,No,No,Thursday,4,Summer,33.4,53.9,None,258.35,41,31,145,32,32,8176.96,3445.12,No
2024-11-07,Grand Bazaar,Market,Frying Pan,Home & Kitchen,971.11,555.55,3.0,No,No,Thursday,11,Post-Monsoon,30.1,29.1,None,1067.75,54,33,125,34,34,33017.74,14129.04,No
2024-06-27,Mall Outlet,Mall,Sugar 1kg,Groceries,43.87,42.12,12.0,No,No,Thursday,6,Monsoon,28.1,53.8,Medium,48.5,125,110,631,134,125,5483.75,218.75,Yes
2024-06-17,Grand Bazaar,Market,Buttermilk,Beverages,25.86,17.54,8.0,No,No,Monday,6,Monsoon,28.7,0,None,26.85,150,181,590,169,150,3879.0,1248.0,Yes
2024-10-10,Grand Bazaar,Market,Wheat Flour 5kg,Groceries,252.51,227.2,12.0,No,No,Thursday,10,Post-Monsoon,27.5,0,Medium,272.48,129,132,461,124,124,31311.24,3138.44,No
2025-05-06,Downtown Store,Urban,Bedsheet,Home & Kitchen,1175.42,610.61,8.0,No,No,Tuesday,5,Summer,34.6,21.1,None,1364.96,43,36,96,30,30,35262.6,16944.3,No
2025-08-22,North Hub,Suburban,LED Bulb,Home & Kitchen,145.67,99.83,22.0,No,No,Friday,8,Monsoon,32.1,0,High,185.37,142,95,302,94,94,13692.98,4308.96,No
2026-05-14,North Hub,Suburban,Eggs 12 Pack,Groceries,82.96,69.08,10.0,No,No,Thursday,5,Summer,36.4,82.0,None,91.85,118,100,532,124,118,9789.28,1637.84,Yes
2024-11-10,Mall Outlet,Mall,Track Pants,Clothing,715.22,450.59,25.0,Yes,Yes,Sunday,11,Post-Monsoon,25.7,9.8,High,887.65,96,97,428,101,96,68661.12,25404.48,Yes
2024-03-13,Railway Kiosk,Transit,Frying Pan,Home & Kitchen,742.51,539.41,22.0,No,No,Wednesday,3,Summer,36.7,38.7,Medium,1058.52,35,31,152,33,33,24502.83,6702.3,No
2025-02-03,Downtown Store,Urban,Hoodie,Clothing,1114.0,914.93,32.0,No,No,Monday,2,Winter,29.3,36.2,High,1739.26,58,28,179,39,39,43446.0,7763.73,No
2024-02-24,Airport Kiosk,Transit,Soap Pack,Health & Personal Care,134.98,97.71,22.0,No,Yes,Saturday,2,Winter,22.2,22.7,High,161.58,127,117,432,129,127,17142.46,4733.29,Yes
2025-11-26,Airport Kiosk,Transit,Energy Drink,Beverages,96.9,73.96,13.0,No,No,Wednesday,11,Post-Monsoon,30.3,147.2,Low,105.69,115,75,227,73,73,7073.7,1674.62,No
2024-03-01,North Hub,Suburban,Storage Box,Home & Kitchen,340.04,184.37,12.0,No,No,Friday,3,Summer,37.2,29.0,Medium,357.87,58,42,181,43,43,14621.72,6693.81,No
2024-12-31,West Point,Urban,Tablet,Electronics,17339.67,13869.68,3.0,No,No,Tuesday,12,Winter,21.1,1.1,None,16765.51,27,26,96,21,21,364133.07,72869.79,No
2025-12-03,Airport Kiosk,Transit,Coffee 200g,Beverages,322.08,261.1,8.0,No,No,Wednesday,12,Winter,23.0,0,None,376.38,85,55,202,52,52,16748.16,3170.96,No
2024-04-10,Central Hyper,Hypermarket,LED Bulb,Home & Kitchen,171.7,96.0,5.0,No,No,Wednesday,4,Summer,41.2,50.2,None,187.83,192,92,519,106,106,18200.2,8024.2,No
2026-04-18,East Market,Market,Buttermilk,Beverages,27.4,17.42,0.0,No,Yes,Saturday,4,Summer,32.0,57.3,None,26.08,230,182,507,169,169,4630.6,1686.62,No
2024-08-28,Railway Kiosk,Transit,LED Bulb,Home & Kitchen,168.55,94.4,12.0,No,No,Wednesday,8,Monsoon,29.1,42.8,Medium,184.32,45,52,165,48,45,7584.75,3336.75,Yes
2024-02-05,Downtown Store,Urban,Headphones,Electronics,2895.14,1690.6,0.0,No,No,Monday,2,Winter,21.7,25.3,None,2954.9,89,45,249,55,55,159232.7,66249.7,No
2025-03-21,Railway Kiosk,Transit,Soft Drink 750ml,Beverages,47.41,30.83,0.0,No,No,Friday,3,Summer,35.9,2.9,None,46.12,118,111,430,114,114,5404.74,1890.12,No
2025-12-24,Mall Outlet,Mall,Cleaning Liquid,Home & Kitchen,143.11,84.09,0.0,No,No,Wednesday,12,Winter,22.8,0,None,150.15,104,74,236,63,63,9015.93,3718.26,No
2025-05-14,University Outlet,Campus,Cooking Oil 1L,Groceries,166.59,155.36,8.0,No,No,Wednesday,5,Summer,34.6,0,None,177.1,145,110,321,98,98,16325.82,1100.54,No
2024-07-24,West Point,Urban,Headphones,Electronics,2445.75,1645.89,8.0,No,No,Wednesday,7,Monsoon,31.3,104.0,None,2552.29,78,41,233,46,46,112504.5,36793.56,No
2025-05-31,Suburban Branch,Suburban,T-Shirt,Clothing,529.52,312.3,20.0,No,Yes,Saturday,5,Summer,27.0,12.5,Medium,667.8,104,49,222,60,60,31771.2,13033.2,No
2025-02-24,Tech Park Store,Business,Electric Kettle,Home & Kitchen,1401.11,914.44,10.0,No,No,Monday,2,Winter,23.6,47.6,None,1483.73,14,16,37,12,12,16813.32,5840.04,No
2024-05-17,City Center,Urban,Bread,Groceries,46.61,31.32,0.0,No,No,Friday,5,Summer,34.5,34.6,None,50.84,298,162,780,182,182,8483.02,2782.78,No
2025-12-03,Riverside Branch,Suburban,Cap,Clothing,359.43,159.76,0.0,No,No,Wednesday,12,Winter,27.7,0,None,339.39,64,33,146,38,38,13658.34,7587.46,No
2025-11-29,Grand Bazaar,Market,Protein Powder,Health & Personal Care,2197.61,1704.74,10.0,No,Yes,Saturday,11,Post-Monsoon,24.4,142.9,Low,2336.31,25,34,109,32,25,54940.25,12321.75,Yes
2024-06-01,Mall Outlet,Mall,Fruit Juice 1L,Beverages,118.3,86.77,0.0,No,Yes,Saturday,6,Monsoon,28.3,94.6,None,127.17,227,137,646,141,141,16680.3,4445.73,No
2024-09-10,West Point,Urban,Mineral Water 1L,Beverages,20.79,12.14,3.0,No,No,Tuesday,9,Monsoon,25.2,158.6,None,23.49,227,148,508,158,158,3284.82,1366.7,No
2025-03-11,East Market,Market,Face Wash,Health & Personal Care,241.47,148.21,5.0,No,No,Tuesday,3,Summer,35.8,0,Low,251.8,54,42,159,43,43,10383.21,4010.18,No
2025-08-11,City Center,Urban,Tablet,Electronics,16395.17,14215.8,12.0,No,No,Monday,8,Monsoon,29.5,117.9,Medium,19378.95,47,25,119,24,24,393484.08,52304.88,No
2026-05-05,South Plaza,Mall,Wheat Flour 5kg,Groceries,260.14,231.08,15.0,No,No,Tuesday,5,Summer,33.7,26.8,Low,340.92,155,104,543,124,124,32257.36,3603.44,No
2025-05-18,West Point,Urban,Shoes,Clothing,3113.83,1855.39,0.0,No,Yes,Sunday,5,Summer,35.3,0,None,3239.17,31,29,125,27,27,84073.41,33977.88,No
2025-09-18,Airport Kiosk,Transit,Laptop,Electronics,69802.85,51934.34,0.0,No,No,Thursday,9,Monsoon,36.6,184.2,None,77762.52,19,3,17,6,6,418817.1,107211.06,No
2024-04-05,Suburban Branch,Suburban,Smartphone,Electronics,26214.82,19762.47,0.0,No,No,Friday,4,Summer,36.9,0,None,27446.81,27,15,86,15,15,393222.3,96785.25,No
2024-08-29,East Market,Market,Formal Shirt,Clothing,988.2,629.13,15.0,No,No,Thursday,8,Monsoon,30.4,71.7,Low,1243.07,44,38,99,41,41,40516.2,14721.87,No
2025-06-19,University Outlet,Campus,Water Bottle,Home & Kitchen,468.87,211.69,0.0,No,No,Thursday,6,Monsoon,30.0,165.7,None,459.18,46,19,132,28,28,13128.36,7201.04,No
2024-01-23,Grand Bazaar,Market,Fruit Juice 1L,Beverages,107.08,84.3,15.0,Yes,No,Tuesday,1,Winter,21.4,8.7,Low,116.95,233,184,640,171,171,18310.68,3895.38,No
2025-04-21,Grand Bazaar,Market,Milk 1L,Groceries,52.89,46.59,12.0,No,No,Monday,4,Summer,32.6,25.7,Medium,56.0,329,190,753,213,213,11265.57,1341.9,No
2025-05-19,Suburban Branch,Suburban,LED Bulb,Home & Kitchen,117.28,95.62,32.0,No,No,Monday,5,Summer,29.7,26.9,High,188.01,123,84,366,97,97,11376.16,2101.02,No
2024-10-14,East Market,Market,Fruit Juice 1L,Beverages,118.67,88.32,0.0,No,No,Monday,10,Post-Monsoon,26.8,57.6,None,129.01,110,84,447,99,99,11748.33,3004.65,No
2025-05-08,Airport Kiosk,Transit,Jacket,Clothing,2638.98,1554.95,5.0,No,No,Thursday,5,Summer,32.1,34.1,None,2624.53,38,10,37,10,10,26389.8,10840.3,No
2025-04-11,University Outlet,Campus,Vitamins,Health & Personal Care,448.63,302.59,5.0,No,No,Friday,4,Summer,38.3,77.4,Low,507.83,44,44,113,32,32,14356.16,4673.28,No
2025-03-06,Suburban Branch,Suburban,Cleaning Liquid,Home & Kitchen,129.04,83.75,10.0,No,No,Thursday,3,Summer,38.8,39.9,None,140.14,62,37,194,36,36,4645.44,1630.44,No
2026-03-02,City Center,Urban,T-Shirt,Clothing,587.32,315.27,12.0,No,No,Monday,3,Summer,33.9,0,Medium,654.5,94,68,203,66,66,38763.12,17955.3,No
2025-04-10,South Plaza,Mall,Smartwatch,Electronics,7379.26,5825.55,15.0,No,No,Thursday,4,Summer,33.2,23.9,Medium,8085.68,59,41,142,37,37,273032.62,57487.27,No
2024-11-17,Airport Kiosk,Transit,Moisturizer,Health & Personal Care,321.38,193.2,10.0,No,Yes,Sunday,11,Post-Monsoon,27.6,83.0,Low,368.26,75,36,133,36,36,11569.68,4614.48,No
2024-10-17,East Market,Market,Cold Coffee,Beverages,63.36,53.89,27.0,No,No,Thursday,10,Post-Monsoon,31.6,177.2,High,87.61,216,139,699,154,154,9757.44,1458.38,No
